,WeekPeriod,StartOfWeek,EndOfWeek,List_of_Sites_SHS_Portfolio,Facility_Type,PA,Facility_CD,Report_Status,Late_Submission_FLG
1677,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,H,Candy Canes,Staff 2,CnH,Y,N
2162,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,I,Candy Canes,Staff 2,CnI,Y,N
2472,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,J,Fruit Pie,Staff 3,FPJ,N,N
2205,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,K,Fruit Pie,Staff 3,FPK,Y,N
1678,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,L,Fruit Pie,Staff 1,FPL,N,N
2473,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,M,Candy Canes,Staff 2,CnM,N,N
3204,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,N,Fruit Pie,Staff 4,FPN,N,N
2254,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,O,Fruit Pie,Staff 3,FPO,N,N
3205,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,P,Fruit Pie,Staff 4,FPP,N,N
2474,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,Q,Fruit Pie,Staff 4,FPQ,Y,N
3206,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,R,Fruit Pie,Staff 3,FPR,Y,N
2591,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,S,Fruit Pie,Staff 1,FPS,Y,N
2255,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,T,Fruit Pie,Staff 1,FPT,N,N
2163,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,U,Fruit Pie,Staff 1,FPU,N,N
2256,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,V,Cookie Dough,Staff 5,CuV,Y,N
2475,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,W,Fruit Pie,Staff 1,FPW,Y,N
2592,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,X,Cookie Dough,Staff 5,CuX,Y,N
1679,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,Y,Gummy Bears,Staff 6,GaY,N,N
2593,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,Z,Cookie Dough,Staff 4,CuZ,N,N
2257,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AA,Cookie Dough,Staff 6,CuAA,Y,N
1680,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AB,Gummy Bears,Staff 3,GaAB,Y,N
1681,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AC,Fruit Pie,Staff 4,FPAC,Y,N
2476,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AD,Fruit Pie,Staff 3,FPAD,Y,N
2206,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AE,Candy Canes,Staff 2,CnAE,Y,N
2594,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AF,Fruit Pie,Staff 4,FPAF,Y,N
2595,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AG,Gummy Bears,Staff 6,GaAG,Y,N
2164,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AH,Cookie Dough,Staff 5,CuAH,N,N
1682,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AI,Cookie Dough,Staff 5,CuAI,N,N
2477,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AJ,Gummy Bears,Staff 6,GaAJ,Y,N
2165,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AK,Fruit Pie,Staff 6,FPAK,Y,N
2166,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AL,Gummy Bears,Staff 6,GaAL,Y,N
3207,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AM,Candy Canes,Staff 2,CnAM,N,N
1683,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AN,Cookie Dough,Staff 5,CuAN,Y,N
2596,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AO,Fruit Pie,Staff 1,FPAO,N,N
2597,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AP,Gummy Bears,Staff 6,GaAP,Y,N
2258,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AQ,Cookie Dough,Staff 1,CuAQ,N,N
1684,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AR,Fruit Pie,Staff 3,FPAR,N,N
2207,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AS,Fruit Pie,Staff 3,FPAS,Y,N
2208,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AT,Gummy Bears,Staff 6,GaAT,N,N
2167,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AU,Cookie Dough,Staff 5,CuAU,Y,N
2259,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AV,Cookie Dough,Staff 5,CuAV,N,N
2260,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AW,Fruit Pie,Staff 1,FPAW,N,N
2381,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AX,Gummy Bears,Staff 6,GaAX,Y,N
2261,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AY,Fruit Pie,Staff 6,FPAY,N,N
2209,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AZ,Cookie Dough,Staff 5,CuAZ,N,N
2262,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AAA,Cookie Dough,Staff 5,CuAAA,Y,N
2210,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AAB,Fruit Pie,Staff 4,FPAAB,Y,N
2168,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AAC,Fruit Pie,Staff 4,FPAAC,Y,Y
1685,2025-11-29 - 2025-12-05,11/29/2025,12/5/2025,AAD,Fruit Pie,Staff 1,FPAAD,Y,N
2382,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,A,Fruit Pie,Staff 1,FPA,N,N
2383,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,B,Fruit Pie,Staff 1,FPB,Y,N
2478,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,C,Gummy Bears,Staff 6,GaC,N,N
2598,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,D,Fruit Pie,Staff 1,FPD,Y,N
2384,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,E,Fruit Pie,Staff 3,FPE,Y,N
3208,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,F,Fruit Pie,Staff 3,FPF,Y,Y
2263,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,G,Candy Canes,Staff 2,CnG,Y,N
1686,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,H,Candy Canes,Staff 2,CnH,N,N
2169,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,I,Candy Canes,Staff 2,CnI,N,N
2264,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,J,Fruit Pie,Staff 3,FPJ,Y,N
2211,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,K,Fruit Pie,Staff 3,FPK,Y,N
1687,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,L,Fruit Pie,Staff 1,FPL,N,N
2385,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,M,Candy Canes,Staff 2,CnM,N,N
3209,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,N,Fruit Pie,Staff 4,FPN,Y,N
2479,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,O,Fruit Pie,Staff 3,FPO,N,N
3210,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,P,Fruit Pie,Staff 4,FPP,Y,N
2265,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,Q,Fruit Pie,Staff 4,FPQ,Y,Y
2170,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,R,Fruit Pie,Staff 3,FPR,Y,N
2386,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,S,Fruit Pie,Staff 1,FPS,N,N
2599,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,T,Fruit Pie,Staff 1,FPT,Y,N
2171,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,U,Fruit Pie,Staff 1,FPU,N,N
2600,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,V,Cookie Dough,Staff 5,CuV,Y,N
2387,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,W,Fruit Pie,Staff 1,FPW,Y,N
2388,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,X,Cookie Dough,Staff 5,CuX,Y,N
1688,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,Y,Gummy Bears,Staff 6,GaY,N,N
2389,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,Z,Cookie Dough,Staff 4,CuZ,N,N
2212,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AA,Cookie Dough,Staff 6,CuAA,Y,N
1689,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AB,Gummy Bears,Staff 3,GaAB,Y,Y
1690,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AC,Fruit Pie,Staff 4,FPAC,Y,N
2266,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AD,Fruit Pie,Staff 3,FPAD,Y,N
2213,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AE,Candy Canes,Staff 2,CnAE,N,N
2267,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AF,Fruit Pie,Staff 4,FPAF,Y,N
2268,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AG,Gummy Bears,Staff 6,GaAG,Y,N
2172,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AH,Cookie Dough,Staff 5,CuAH,N,N
1691,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AI,Cookie Dough,Staff 5,CuAI,N,N
2390,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AJ,Gummy Bears,Staff 6,GaAJ,Y,N
2173,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AK,Fruit Pie,Staff 6,FPAK,Y,N
3211,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AL,Gummy Bears,Staff 6,GaAL,N,N
2174,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AM,Candy Canes,Staff 2,CnAM,N,N
1692,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AN,Cookie Dough,Staff 5,CuAN,N,N
2269,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AO,Fruit Pie,Staff 1,FPAO,N,N
2270,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AP,Gummy Bears,Staff 6,GaAP,Y,N
2480,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AQ,Cookie Dough,Staff 1,CuAQ,N,N
1693,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AR,Fruit Pie,Staff 3,FPAR,Y,Y
2214,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AS,Fruit Pie,Staff 3,FPAS,Y,N
2215,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AT,Gummy Bears,Staff 6,GaAT,Y,N
3212,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AU,Cookie Dough,Staff 5,CuAU,N,N
2481,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AV,Cookie Dough,Staff 5,CuAV,Y,N
2482,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AW,Fruit Pie,Staff 1,FPAW,N,N
2483,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AX,Gummy Bears,Staff 6,GaAX,N,N
2601,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AY,Fruit Pie,Staff 6,FPAY,Y,N
2216,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AZ,Cookie Dough,Staff 5,CuAZ,N,N
2484,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AAA,Cookie Dough,Staff 5,CuAAA,Y,N
2528,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AAB,Fruit Pie,Staff 4,FPAAB,Y,N
3213,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AAC,Fruit Pie,Staff 4,FPAAC,Y,N
1694,2025-12-06 - 2025-12-12,12/6/2025,12/12/2025,AAD,Fruit Pie,Staff 1,FPAAD,Y,N
2175,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,A,Fruit Pie,Staff 1,FPA,N,N
1695,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,B,Fruit Pie,Staff 1,FPB,N,N
1696,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,C,Gummy Bears,Staff 6,GaC,N,N
2602,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,D,Fruit Pie,Staff 1,FPD,Y,N
3214,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,E,Fruit Pie,Staff 3,FPE,N,N
2391,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,F,Fruit Pie,Staff 3,FPF,N,N
2176,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,G,Candy Canes,Staff 2,CnG,Y,Y
2485,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,H,Candy Canes,Staff 2,CnH,Y,N
2603,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,I,Candy Canes,Staff 2,CnI,Y,N
2529,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,J,Fruit Pie,Staff 3,FPJ,N,N
1697,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,K,Fruit Pie,Staff 3,FPK,Y,N
2392,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,L,Fruit Pie,Staff 1,FPL,N,N
2393,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,M,Candy Canes,Staff 2,CnM,Y,N
2486,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,N,Fruit Pie,Staff 4,FPN,N,N
2530,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,O,Fruit Pie,Staff 3,FPO,Y,N
3215,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,P,Fruit Pie,Staff 4,FPP,Y,N
3216,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,Q,Fruit Pie,Staff 4,FPQ,Y,N
2271,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,R,Fruit Pie,Staff 3,FPR,Y,N
1698,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,S,Fruit Pie,Staff 1,FPS,Y,N
2531,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,T,Fruit Pie,Staff 1,FPT,Y,N
2772,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,U,Fruit Pie,Staff 1,FPU,N,N
2773,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,V,Cookie Dough,Staff 5,CuV,Y,N
1699,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,W,Fruit Pie,Staff 1,FPW,Y,N
1700,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,X,Cookie Dough,Staff 5,CuX,Y,N
1701,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,Y,Gummy Bears,Staff 6,GaY,N,N
2394,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,Z,Cookie Dough,Staff 4,CuZ,N,N
2487,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AA,Cookie Dough,Staff 6,CuAA,Y,N
2532,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AB,Gummy Bears,Staff 3,GaAB,Y,N
2488,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AC,Fruit Pie,Staff 4,FPAC,Y,N
2395,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AD,Fruit Pie,Staff 3,FPAD,Y,N
2272,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AE,Candy Canes,Staff 2,CnAE,Y,N
2396,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AF,Fruit Pie,Staff 4,FPAF,Y,N
2177,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AG,Gummy Bears,Staff 6,GaAG,Y,N
2774,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AH,Cookie Dough,Staff 5,CuAH,N,N
2533,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AI,Cookie Dough,Staff 5,CuAI,Y,N
1702,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AJ,Gummy Bears,Staff 6,GaAJ,Y,N
2775,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AK,Fruit Pie,Staff 6,FPAK,Y,N
2273,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AL,Gummy Bears,Staff 6,GaAL,Y,N
2274,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AM,Candy Canes,Staff 2,CnAM,N,N
2534,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AN,Cookie Dough,Staff 5,CuAN,N,N
2535,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AO,Fruit Pie,Staff 1,FPAO,N,N
2397,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AP,Gummy Bears,Staff 6,GaAP,Y,N
2776,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AQ,Cookie Dough,Staff 1,CuAQ,N,N
2489,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AR,Fruit Pie,Staff 3,FPAR,N,N
2777,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AS,Fruit Pie,Staff 3,FPAS,Y,N
2536,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AT,Gummy Bears,Staff 6,GaAT,Y,N
2217,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AU,Cookie Dough,Staff 5,CuAU,Y,N
3217,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AV,Cookie Dough,Staff 5,CuAV,N,N
2778,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AW,Fruit Pie,Staff 1,FPAW,N,N
2537,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AX,Gummy Bears,Staff 6,GaAX,Y,Y
3218,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AY,Fruit Pie,Staff 6,FPAY,N,N
1703,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AZ,Cookie Dough,Staff 5,CuAZ,N,N
2490,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AAA,Cookie Dough,Staff 5,CuAAA,Y,N
2398,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AAB,Fruit Pie,Staff 4,FPAAB,Y,N
2399,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AAC,Fruit Pie,Staff 4,FPAAC,Y,N
2538,2025-12-13 - 2025-12-19,12/13/2025,12/19/2025,AAD,Fruit Pie,Staff 1,FPAAD,Y,N
2539,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,A,Fruit Pie,Staff 1,FPA,N,N
3219,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,B,Fruit Pie,Staff 1,FPB,Y,Y
3220,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,C,Gummy Bears,Staff 6,GaC,N,N
2218,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,D,Fruit Pie,Staff 1,FPD,Y,N
2491,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,E,Fruit Pie,Staff 3,FPE,Y,N
2492,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,F,Fruit Pie,Staff 3,FPF,Y,N
2493,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,G,Candy Canes,Staff 2,CnG,Y,N
2275,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,H,Candy Canes,Staff 2,CnH,N,N
2400,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,I,Candy Canes,Staff 2,CnI,Y,N
2494,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,J,Fruit Pie,Staff 3,FPJ,Y,N
2779,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,K,Fruit Pie,Staff 3,FPK,N,N
2495,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,L,Fruit Pie,Staff 1,FPL,Y,N
2496,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,M,Candy Canes,Staff 2,CnM,N,N
2540,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,N,Fruit Pie,Staff 4,FPN,Y,N
2276,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,O,Fruit Pie,Staff 3,FPO,N,N
1704,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,P,Fruit Pie,Staff 4,FPP,Y,N
2497,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,Q,Fruit Pie,Staff 4,FPQ,Y,Y
2780,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,R,Fruit Pie,Staff 3,FPR,N,N
2498,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,S,Fruit Pie,Staff 1,FPS,N,N
2219,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,T,Fruit Pie,Staff 1,FPT,Y,N
2781,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,U,Fruit Pie,Staff 1,FPU,N,N
2401,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,V,Cookie Dough,Staff 5,CuV,Y,N
2782,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,W,Fruit Pie,Staff 1,FPW,Y,N
2783,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,X,Cookie Dough,Staff 5,CuX,Y,N
3221,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,Y,Gummy Bears,Staff 6,GaY,Y,N
2784,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,Z,Cookie Dough,Staff 4,CuZ,N,N
2402,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AA,Cookie Dough,Staff 6,CuAA,Y,N
2785,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AB,Gummy Bears,Staff 3,GaAB,Y,N
2220,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AC,Fruit Pie,Staff 4,FPAC,Y,N
3222,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AD,Fruit Pie,Staff 3,FPAD,Y,N
2403,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AE,Candy Canes,Staff 2,CnAE,Y,N
2499,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AF,Fruit Pie,Staff 4,FPAF,Y,N
2500,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AG,Gummy Bears,Staff 6,GaAG,Y,N
2786,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AH,Cookie Dough,Staff 5,CuAH,N,N
2277,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AI,Cookie Dough,Staff 5,CuAI,N,N
2787,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AJ,Gummy Bears,Staff 6,GaAJ,Y,N
2788,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AK,Fruit Pie,Staff 6,FPAK,Y,N
1705,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AL,Gummy Bears,Staff 6,GaAL,N,N
2404,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AM,Candy Canes,Staff 2,CnAM,Y,Y
2789,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AN,Cookie Dough,Staff 5,CuAN,N,N
2501,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AO,Fruit Pie,Staff 1,FPAO,N,N
2221,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AP,Gummy Bears,Staff 6,GaAP,Y,N
1706,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AQ,Cookie Dough,Staff 1,CuAQ,N,N
2278,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AR,Fruit Pie,Staff 3,FPAR,N,N
3223,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AS,Fruit Pie,Staff 3,FPAS,Y,N
2502,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AT,Gummy Bears,Staff 6,GaAT,N,N
2405,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AU,Cookie Dough,Staff 5,CuAU,Y,N
1707,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AV,Cookie Dough,Staff 5,CuAV,N,N
1708,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AW,Fruit Pie,Staff 1,FPAW,N,N
3224,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AX,Gummy Bears,Staff 6,GaAX,N,N
1709,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AY,Fruit Pie,Staff 6,FPAY,Y,Y
3225,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AZ,Cookie Dough,Staff 5,CuAZ,Y,N
2406,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AAA,Cookie Dough,Staff 5,CuAAA,Y,N
2503,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AAB,Fruit Pie,Staff 4,FPAAB,Y,N
2279,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AAC,Fruit Pie,Staff 4,FPAAC,Y,N
2504,2025-12-20 - 2025-12-26,12/20/2025,12/26/2025,AAD,Fruit Pie,Staff 1,FPAAD,Y,N
2222,2025-12-27 - 2026-01-02,12/27/2025,1/2/2026,A,Fruit Pie,Staff 1,FPA,Y,N
1710,2025-12-27 - 2026-01-02,12/27/2025,1/2/2026,B,Fruit Pie,Staff 1,FPB,N,N
1711,2025-12-27 - 2026-01-02,12/27/2025,1/2/2026,C,Gummy Bears,Staff 6,GaC,N,N
2541,2025-12-27 - 2026-01-02,12/27/2025,1/2/2026,D,Fruit Pie,Staff 1,FPD,N,N
2790,2025-12-27 - 2026-01-02,12/27/2025,1/2/2026,E,Fruit Pie,Staff 3,FPE,Y,N
2791,2025-12-27 - 2026-01-02,12/27/2025,1/2/2026,F,Fruit Pie,Staff 3,FPF,Y,N
2223,2025-12-27 - 2026-01-02,12/27/2025,1/2/2026,G,Candy Canes,Staff 2,CnG,Y,Y
1712,2025-12-27 - 2026-01-02,12/27/2025,1/2/2026,H,Candy Canes,Staff 2,CnH,N,N
2407,2025-12-27 - 2026-01-02,12/27/2025,1/2/2026,I,Candy Canes,Staff 2,CnI,N,N
2792,2025-12-27 - 2026-01-02,12/27/2025,1/2/2026,J,Fruit Pie,Staff 3,FPJ,Y,N
2542,2025-12-27 - 2026-01-02,12/27/2025,1/2/2026,K,Fruit Pie,Staff 3,FPK,Y,N
2793,2025-12-27 - 2026-01-02,12/27/2025,1/2/2026,L,Fruit Pie,Staff 1,FPL,N,N
2794,2025-12-27 - 2026-01-02,12/27/2025,1/2/2026,M,Candy Canes,Staff 2,CnM,N,N
2408,2025-12-27 - 2026-01-02,12/27/2025,1/2/2026,N,Fruit Pie,Staff 4,FPN,Y,N
2280,2025-12-27 - 2026-01-02,12/27/2025,1/2/2026,O,Fruit Pie,Staff 3,FPO,N,N
2281,2025-12-27 - 2026-01-02,12/27/2025,1/2/2026,P,Fruit Pie,Staff 4,FPP,Y,N
2795,2025-12-27 - 2026-01-02,12/27/2025,1/2/2026,Q,Fruit Pie,Staff 4,FPQ,Y,N
2505,2025-12-27 - 2026-01-02,12/27/2025,1/2/2026,R,Fruit Pie,Staff 3,FPR,N,N
1713,2025-12-27 - 2026-01-02,12/27/2025,1/2/2026,S,Fruit Pie,Staff 1,FPS,Y,Y
