,WeekPeriod,StartOfWeek,EndOfWeek,List_of_Sites_SHS_Portfolio,Facility_Type,PA,Facility_CD,Report_Status,Late_Submission_FLG
2560,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,105 STREET SAFE HAVEN,Safe Haven,Brenita,M011,N,N
2561,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,BRC BOWERY SAFE HAVEN,Safe Haven,Mohammed,M034,Y,Y
2562,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,BRONXWORKS SAFE HAVEN - LIVING ROOM,Safe Haven,Brenita,X014,Y,N
2563,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,BronxWorks Outreach Team,Outreach Team ,Elena,,N,N
2564,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,MARMION AVENUE SAFE HAVEN,Safe Haven,Ernest,X179,N,N
2565,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,OLD BROADWAY SAFE HAVEN,Safe Haven,Ernest,M022,Y,N
2566,2025-11-08 - 2025-11-14,2025-11-08,2025-11-14,MAINCHANCE/GCN DROP-IN CENTER,Drop-in Center,Mohammed,DI02,Y,N
2567,2025-11-08 - 2025-11-14,2025-11-08,2025-11-14,PARK OVERLOOK STABILIZATION,Stabilization,Maggie,XS08,N,N
2568,2025-11-08 - 2025-11-14,2025-11-08,2025-11-14,PAUL'S PLACE SAFE HAVEN,Safe Haven,Cindy,M021,N,N
2569,2025-11-08 - 2025-11-14,2025-11-08,2025-11-14,PROSPECT STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS05,Y,N
2570,2025-11-08 - 2025-11-14,2025-11-08,2025-11-14,STEBBINS STABILIZATION,Stabilization,Brenita,XS02,N,N
2571,2025-11-08 - 2025-11-14,2025-11-08,2025-11-14,THE BAXTER SAFE HAVEN,Safe Haven,Mohammed,QSH3,Y,N
2572,2025-11-08 - 2025-11-14,2025-11-08,2025-11-14,TRAVELER'S SAFE HAVEN,Safe Haven,Brenita,M014,N,N
2573,2025-11-08 - 2025-11-14,2025-11-08,2025-11-14,UNION HALL DROP IN,Drop-in Center,Cindy,DI09,Y,Y
2574,2025-11-08 - 2025-11-14,2025-11-08,2025-11-14,VANDERBILT (YMCA) STABILIZATION,Stabilization,Maggie,XS01,N,N
2575,2025-11-15 - 2025-11-21,2025-11-15,2025-11-21,BRC BOWERY SAFE HAVEN,Safe Haven,Mohammed,M034,Y,N
2576,2025-11-15 - 2025-11-21,2025-11-15,2025-11-21,BREAKING GROUND SEAFARERS,Safe Haven,Mohammed,M019,Y,N
2577,2025-11-15 - 2025-11-21,2025-11-15,2025-11-21,BronxWorks Outreach Team,Outreach Team ,Elena,,Y,N
2578,2025-11-15 - 2025-11-21,2025-11-15,2025-11-21,CARE FOUND HERE MORRIS AVENUE,Safe Haven,Ernest,XS07,Y,N
2579,2025-11-15 - 2025-11-21,2025-11-15,2025-11-21,COMUNILIFE E. 146 STREET SAFE HAVEN I,Safe Haven,Ernest,X018,Y,N
2580,2025-11-15 - 2025-11-21,2025-11-15,2025-11-21,COMUNILIFE SAFE HAVEN II (MONROE AVENUE),Safe Haven,Ernest,X016,Y,N
2581,2025-11-15 - 2025-11-21,2025-11-15,2025-11-21,HEGEMAN SAFE HAVEN,Safe Haven,Brenita,B014,Y,N
2582,2025-11-15 - 2025-11-21,2025-11-15,2025-11-21,WASHINGTON STREET SAFE HAVEN,Safe Haven,Ernest,M035,Y,N
2583,2025-11-15 - 2025-11-21,2025-11-15,2025-11-21,WESTCHESTER AVENUE SAFE HAVEN,Safe Haven,Brenita,X730,N,N
2584,2025-11-22 - 2025-11-28,2025-11-22,2025-11-28,CARE FOUND HERE MORRIS AVENUE,Safe Haven,Ernest,XS07,Y,N
2585,2025-11-22 - 2025-11-28,2025-11-22,2025-11-28,EAST FLATBUSH SAFE HAVEN,Safe Haven,Brenita,B016,Y,N
2586,2025-11-22 - 2025-11-28,2025-11-22,2025-11-28,PARKSIDE STABILIZATION,Stabilization,Maggie,BS04,Y,N
2587,2025-11-22 - 2025-11-28,2025-11-22,2025-11-28,UNION HALL SAFE HAVEN,Safe Haven,Cindy,QSH4,Y,Y
2588,2025-11-29 - 2025-12-05,2025-11-29,2025-12-05,105 STREET SAFE HAVEN,Safe Haven,Brenita,M011,N,N
2589,2025-11-29 - 2025-12-05,2025-11-29,2025-12-05,127TH STREET KELLY SAFE HAVEN,Safe Haven,Brenita,M018,Y,N
2590,2025-11-29 - 2025-12-05,2025-11-29,2025-12-05,BRC Outreach Team,Outreach Team ,Elena,,Y,N
2591,2025-11-29 - 2025-12-05,2025-11-29,2025-12-05,CROMWELL AVENUE SAFE HAVEN,Safe Haven,Brenita,V014,Y,N
2592,2025-11-29 - 2025-12-05,2025-11-29,2025-12-05,INFINITI STABILIZATION,Stabilization,Maggie,BH13,Y,N
2593,2025-11-29 - 2025-12-05,2025-11-29,2025-12-05,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,N,N
2594,2025-11-29 - 2025-12-05,2025-11-29,2025-12-05,OLD BROADWAY SAFE HAVEN,Safe Haven,Ernest,M022,Y,N
2595,2025-11-29 - 2025-12-05,2025-11-29,2025-12-05,OLIVIERI DROP IN CENTER,Drop-in Center,Cindy,DI04,Y,N
2596,2025-11-29 - 2025-12-05,2025-11-29,2025-12-05,PYRAMID SAFE HAVEN,Safe Haven,Brenita,X015,N,N
2597,2025-11-29 - 2025-12-05,2025-11-29,2025-12-05,QUEENS DROP IN CENTER,Drop-in Center,Cindy,DI06,Y,N
2598,2025-12-06 - 2025-12-12,2025-12-06,2025-12-12,BG AT 83RD STREET,Safe Haven,Brenita,MS01,Y,N
2599,2025-12-06 - 2025-12-12,2025-12-06,2025-12-12,EAST FLATBUSH SAFE HAVEN,Safe Haven,Brenita,B016,Y,N
2600,2025-12-06 - 2025-12-12,2025-12-06,2025-12-12,EASTSIDE STABILIZATION,Stabilization,Maggie,MSH1,Y,N
2601,2025-12-06 - 2025-12-12,2025-12-06,2025-12-12,UNION HALL SAFE HAVEN,Safe Haven,Cindy,QSH4,Y,N
2602,2025-12-13 - 2025-12-19,2025-12-13,2025-12-19,BG AT 83RD STREET,Safe Haven,Brenita,MS01,Y,N
2603,2025-12-13 - 2025-12-19,2025-12-13,2025-12-19,Breaking Ground Queens Outreach Team,Outreach Team ,Elena,,Y,N
2604,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,BREAKING GROUND WILLIAMSBURG,Safe Haven,Mohammed,B019,Y,N
2605,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,LONG ACRE STABILIZATION -URBAN PATHWAY,Stabilization,Cindy,M095,N,N
2606,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,MOC Outreach Team,Outreach Team ,Elena,,Y,N
2607,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,THE BAXTER SAFE HAVEN,Safe Haven,Mohammed,QSH3,Y,N
2608,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,THE GATHERING PLACE,Drop-in Center,Cindy,DI05,Y,Y
2609,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,VANDERBILT (YMCA) STABILIZATION,Stabilization,Maggie,XS01,N,N
2610,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,WASHINGTON STREET SAFE HAVEN,Safe Haven,Ernest,M035,Y,N
2611,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,COMUNILIFE E. 146 STREET SAFE HAVEN I,Safe Haven,Ernest,X018,Y,N
2612,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,CONTINENTAL SAFE HAVEN,Safe Haven,Mohammed,B021,Y,Y
2613,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,EAST HARLEM SAFE HAVEN,Safe Haven,Brenita,MS04,Y,N
2614,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,PARK OVERLOOK STABILIZATION,Stabilization,Maggie,XS08,Y,N
2615,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,PAUL'S PLACE SAFE HAVEN,Safe Haven,Cindy,M021,Y,N
2616,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,PROJECT HOSPITALITY DROP-IN,Drop-in Center,Cindy,DI03,Y,N
2617,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,Project Hospitality Outreach Team,Outreach Team ,Elena,,Y,Y
2618,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,THE HOLLY STABILIZATION,Stabilization,Maggie,MS03,Y,N
2619,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,BRC BOWERY SAFE HAVEN,Safe Haven,Mohammed,M034,Y,N
2620,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,BRC RECEPTION,Safe Haven,Mohammed,M0B1,N,N
2621,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,CARE FOUND HERE MORRIS AVENUE,Safe Haven,Ernest,XS07,Y,N
2622,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,WEBSTER SAFE HAVEN,Safe Haven,Ernest,XS03,N,N
2623,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,Breaking Ground Brooklyn Outreach Team,Outreach Team ,Elena,,N,N
2624,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,BREAKING GROUND SEAFARERS,Safe Haven,Mohammed,M019,N,N
2625,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,CONTINENTAL SAFE HAVEN,Safe Haven,Mohammed,B021,N,N
2626,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,MAINCHANCE/GCN DROP-IN CENTER,Drop-in Center,Mohammed,DI02,N,N
2627,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,PROSPECT STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS05,N,N
2628,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,BRC RECEPTION,Safe Haven,Mohammed,M0B1,N,N
2629,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,Breaking Ground Queens Outreach Team,Outreach Team ,Elena,,N,N
2630,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,CARE FOUND HERE MORRIS AVENUE,Safe Haven,Ernest,XS07,N,N
2631,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,INFINITI STABILIZATION,Stabilization,Maggie,BH13,N,N
2632,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,N,N
2633,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,BREAKING GROUND SEAFARERS,Safe Haven,Mohammed,M019,Y,N
2634,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,CARPENTER HOUSE SAFE HAVEN,Safe Haven,Mohammed,S014,N,N
2635,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,EAST FLATBUSH SAFE HAVEN,Safe Haven,Brenita,B016,N,N
2636,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,EASTSIDE STABILIZATION,Stabilization,Maggie,MSH1,Y,N
2637,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,LONG ACRE STABILIZATION -URBAN PATHWAY,Stabilization,Cindy,M095,Y,N
2638,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,MAINCHANCE/GCN DROP-IN CENTER,Drop-in Center,Mohammed,DI02,Y,N
2639,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,PYRAMID SAFE HAVEN,Safe Haven,Brenita,X015,N,N
2640,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,STEBBINS STABILIZATION,Stabilization,Brenita,XS02,Y,N
2641,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,TRAVELER'S SAFE HAVEN,Safe Haven,Brenita,M014,N,N
2642,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,VUE HOTEL STABILIZATION,Stabilization,Maggie,MV01,Y,N
2643,2026-01-10 - 2026-01-16,2026-01-10,2026-01-16,PYRAMID SAFE HAVEN,Safe Haven,Brenita,X015,Y,N
2644,2026-01-10 - 2026-01-16,2026-01-10,2026-01-16,QUEENS DROP IN CENTER,Drop-in Center,Cindy,DI06,Y,N
2645,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,Breaking Ground Brooklyn Outreach Team,Outreach Team ,Elena,,Y,N
2646,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,CONTINENTAL SAFE HAVEN,Safe Haven,Mohammed,B021,N,N
2647,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,LIVING ROOM DROP-IN CENTER,Drop-in Center,Cindy,DI01,N,N
2648,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,MIDWOOD SAFE HAVEN,Safe Haven,Mohammed,B015,Y,N
2649,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,PROJECT HOSPITALITY DROP-IN,Drop-in Center,Cindy,DI03,N,N
2650,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,Project Hospitality Outreach Team,Outreach Team ,Elena,,Y,N
2651,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,QUEENS DROP IN CENTER,Drop-in Center,Cindy,DI06,Y,N
2652,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,THE HOLLY STABILIZATION,Stabilization,Maggie,MS03,N,N
2653,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,9TH AVENUE DROP-IN CENTER,Drop-in Center,Cindy,DI10,N,N
2654,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,CARPENTER HOUSE SAFE HAVEN,Safe Haven,Mohammed,S014,N,N
2655,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,EAST FLATBUSH SAFE HAVEN,Safe Haven,Brenita,B016,Y,N
2656,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,EASTSIDE STABILIZATION,Stabilization,Maggie,MSH1,Y,N
2657,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,STEBBINS STABILIZATION,Stabilization,Brenita,XS02,N,N
2658,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,TOV STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS04,N,N
2659,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,TRAVELER'S SAFE HAVEN,Safe Haven,Brenita,M014,N,N
2660,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,UNION HALL SAFE HAVEN,Safe Haven,Cindy,QSH4,Y,N
2661,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,VUE HOTEL STABILIZATION,Stabilization,Maggie,MV01,Y,N
2662,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,105 STREET SAFE HAVEN,Safe Haven,Brenita,M011,N,N
2663,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,BRC BOWERY SAFE HAVEN,Safe Haven,Mohammed,M034,Y,N
2664,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,BREAKING GROUND SEAFARERS,Safe Haven,Mohammed,M019,Y,N
2665,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,BronxWorks Outreach Team,Outreach Team ,Elena,,Y,Y
2666,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,PYRAMID SAFE HAVEN,Safe Haven,Brenita,X015,N,N
2667,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,BRC Outreach Team,Outreach Team ,Elena,,N,N
2668,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,BronxWorks Outreach Team,Outreach Team ,Elena,,N,N
2669,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,CONTINENTAL SAFE HAVEN,Safe Haven,Mohammed,B021,N,N
2670,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,CROMWELL AVENUE SAFE HAVEN,Safe Haven,Brenita,V014,N,N
2671,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,HEGEMAN SAFE HAVEN,Safe Haven,Brenita,B014,Y,N
2672,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,MIDWOOD SAFE HAVEN,Safe Haven,Mohammed,B015,Y,N
2673,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,OLD BROADWAY SAFE HAVEN,Safe Haven,Ernest,M022,Y,N
2674,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,OLIVIERI DROP IN CENTER,Drop-in Center,Cindy,DI04,Y,N
2675,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,PAUL'S PLACE DROP IN,Drop-in Center,Cindy,DI08,Y,N
2676,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,QUEENS DROP IN CENTER,Drop-in Center,Cindy,DI06,N,N
2677,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,CARPENTER HOUSE SAFE HAVEN,Safe Haven,Mohammed,S014,N,N
2678,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,EAST FLATBUSH SAFE HAVEN,Safe Haven,Brenita,B016,N,N
2679,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,PARKSIDE STABILIZATION,Stabilization,Maggie,BS04,N,N
2680,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,Project Hospitality Outreach Team,Outreach Team ,Elena,,N,N
2681,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,THE HOLLY STABILIZATION,Stabilization,Maggie,MS03,N,N
2682,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,127TH STREET KELLY SAFE HAVEN,Safe Haven,Brenita,M018,N,N
2683,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,BRC Outreach Team,Outreach Team ,Elena,,Y,Y
2684,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,PAUL'S PLACE SAFE HAVEN,Safe Haven,Cindy,M021,Y,N
2685,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,UNION HALL SAFE HAVEN,Safe Haven,Cindy,QSH4,N,N
2686,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,BRC BOWERY SAFE HAVEN,Safe Haven,Mohammed,M034,Y,N
2687,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,BREAKING GROUND SEAFARERS,Safe Haven,Mohammed,M019,Y,N
2688,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,BronxWorks Outreach Team,Outreach Team ,Elena,,N,N
2689,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,COMUNILIFE SAFE HAVEN II (MONROE AVENUE),Safe Haven,Ernest,X016,Y,N
2690,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,HEGEMAN SAFE HAVEN,Safe Haven,Brenita,B014,Y,N
2691,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,MIDWOOD SAFE HAVEN,Safe Haven,Mohammed,B015,Y,N
2692,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,PAUL'S PLACE DROP IN,Drop-in Center,Cindy,DI08,Y,N
2693,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,9TH AVENUE DROP-IN CENTER,Drop-in Center,Cindy,DI10,N,N
2694,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,CARPENTER HOUSE SAFE HAVEN,Safe Haven,Mohammed,S014,N,N
2695,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,STEBBINS STABILIZATION,Stabilization,Brenita,XS02,N,N
2696,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,TOV STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS04,N,N
2697,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,TRAVELER'S SAFE HAVEN,Safe Haven,Brenita,M014,N,N
2698,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,UNION HALL DROP IN,Drop-in Center,Cindy,DI09,Y,N
2699,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,VUE HOTEL STABILIZATION,Stabilization,Maggie,MV01,Y,N
2700,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,BG AT 83RD STREET,Safe Haven,Brenita,MS01,N,N
2701,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,Breaking Ground Queens Outreach Team,Outreach Team ,Elena,,N,N
2702,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,EASTSIDE STABILIZATION,Stabilization,Maggie,MSH1,Y,N
2703,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,BRC BOWERY SAFE HAVEN,Safe Haven,Mohammed,M034,N,N
2704,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,CARE FOUND HERE MORRIS AVENUE,Safe Haven,Ernest,XS07,N,N
2705,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,COMUNILIFE E. 146 STREET SAFE HAVEN I,Safe Haven,Ernest,X018,N,N
2706,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,HEGEMAN SAFE HAVEN,Safe Haven,Brenita,B014,N,N
2707,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,PARK OVERLOOK STABILIZATION,Stabilization,Maggie,XS08,N,N
2708,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,PAUL'S PLACE DROP IN,Drop-in Center,Cindy,DI08,N,N
2709,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,UNION HALL SAFE HAVEN,Safe Haven,Cindy,QSH4,N,N
2710,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,WESTCHESTER AVENUE SAFE HAVEN,Safe Haven,Brenita,X730,N,N
2711,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,Breaking Ground Brooklyn Outreach Team,Outreach Team ,Elena,,N,N
2712,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,LIVING ROOM DROP-IN CENTER,Drop-in Center,Cindy,DI01,N,N
2713,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,LONG ACRE STABILIZATION -URBAN PATHWAY,Stabilization,Cindy,M095,N,N
2714,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,PARKSIDE STABILIZATION,Stabilization,Maggie,BS04,N,N
2715,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,Project Hospitality Outreach Team,Outreach Team ,Elena,,N,N
2716,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,THE ANDREWS SAFE HAVEN,Safe Haven,Mohammed,H074,N,N
2717,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,TOV STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS04,N,N
2718,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,VUE HOTEL STABILIZATION,Stabilization,Maggie,MV01,N,N
2719,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,CONTINENTAL SAFE HAVEN,Safe Haven,Mohammed,B021,N,N
2720,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,N,N
2721,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,PARKSIDE STABILIZATION,Stabilization,Maggie,BS04,N,N
2722,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,Project Hospitality Outreach Team,Outreach Team ,Elena,,N,N
2723,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,CARPENTER HOUSE SAFE HAVEN,Safe Haven,Mohammed,S014,N,N
2724,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,LIVING ROOM DROP-IN CENTER,Drop-in Center,Cindy,DI01,N,N
2725,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,PROJECT HOSPITALITY DROP-IN,Drop-in Center,Cindy,DI03,N,N
2726,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,TOV STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS04,N,N
2727,2025-12-27 - 2026-01-02,2025-12-27,2026-01-02,MARMION AVENUE SAFE HAVEN,Safe Haven,Ernest,X179,Y,N
2728,2025-12-27 - 2026-01-02,2025-12-27,2026-01-02,THE ANDREWS SAFE HAVEN,Safe Haven,Mohammed,H074,N,N
2729,2025-12-27 - 2026-01-02,2025-12-27,2026-01-02,UNION HALL DROP IN,Drop-in Center,Cindy,DI09,Y,N
2730,2026-01-03 - 2026-01-09,2026-01-03,2026-01-09,BG AT 83RD STREET,Safe Haven,Brenita,MS01,Y,N
2731,2026-01-03 - 2026-01-09,2026-01-03,2026-01-09,Breaking Ground Queens Outreach Team,Outreach Team ,Elena,,Y,N
2732,2026-01-03 - 2026-01-09,2026-01-03,2026-01-09,EASTSIDE STABILIZATION,Stabilization,Maggie,MSH1,Y,N
2733,2026-01-03 - 2026-01-09,2026-01-03,2026-01-09,LONG ACRE STABILIZATION -URBAN PATHWAY,Stabilization,Cindy,M095,Y,N
2734,2026-01-03 - 2026-01-09,2026-01-03,2026-01-09,STEBBINS STABILIZATION,Stabilization,Brenita,XS02,N,N
2735,2026-01-03 - 2026-01-09,2026-01-03,2026-01-09,TRAVELER'S SAFE HAVEN,Safe Haven,Brenita,M014,Y,N
2736,2026-01-03 - 2026-01-09,2026-01-03,2026-01-09,UNION HALL DROP IN,Drop-in Center,Cindy,DI09,Y,N
2737,2026-01-03 - 2026-01-09,2026-01-03,2026-01-09,VUE HOTEL STABILIZATION,Stabilization,Maggie,MV01,Y,N
2738,2026-01-10 - 2026-01-16,2026-01-10,2026-01-16,105 STREET SAFE HAVEN,Safe Haven,Brenita,M011,N,N
2739,2026-01-10 - 2026-01-16,2026-01-10,2026-01-16,127TH STREET KELLY SAFE HAVEN,Safe Haven,Brenita,M018,Y,N
2740,2026-01-10 - 2026-01-16,2026-01-10,2026-01-16,BRC BOWERY SAFE HAVEN,Safe Haven,Mohammed,M034,N,N
2741,2026-01-10 - 2026-01-16,2026-01-10,2026-01-16,BronxWorks Outreach Team,Outreach Team ,Elena,,N,N
2742,2026-01-10 - 2026-01-16,2026-01-10,2026-01-16,CROMWELL AVENUE SAFE HAVEN,Safe Haven,Brenita,V014,N,N
2743,2026-01-10 - 2026-01-16,2026-01-10,2026-01-16,HEGEMAN SAFE HAVEN,Safe Haven,Brenita,B014,Y,N
2744,2026-01-10 - 2026-01-16,2026-01-10,2026-01-16,INFINITI STABILIZATION,Stabilization,Maggie,BH13,Y,N
2745,2026-01-10 - 2026-01-16,2026-01-10,2026-01-16,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,N,N
2746,2026-01-10 - 2026-01-16,2026-01-10,2026-01-16,PAUL'S PLACE DROP IN,Drop-in Center,Cindy,DI08,Y,N
2747,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,EAST FLATBUSH SAFE HAVEN,Safe Haven,Brenita,B016,N,N
2748,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,MOC Outreach Team,Outreach Team ,Elena,,Y,Y
2749,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,VUE HOTEL STABILIZATION,Stabilization,Maggie,MV01,Y,Y
2750,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,WEBSTER SAFE HAVEN,Safe Haven,Ernest,XS03,N,N
2751,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,BG AT 83RD STREET,Safe Haven,Brenita,MS01,Y,N
2752,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,CARE FOUND HERE MORRIS AVENUE,Safe Haven,Ernest,XS07,Y,N
2753,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,UNION HALL DROP IN,Drop-in Center,Cindy,DI09,Y,N
2754,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,127TH STREET KELLY SAFE HAVEN,Safe Haven,Brenita,M018,N,N
2755,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,BRC Outreach Team,Outreach Team ,Elena,,Y,Y
2756,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,COMUNILIFE SAFE HAVEN II (MONROE AVENUE),Safe Haven,Ernest,X016,Y,N
